Cust_ID,RM,ACCT_BAL,ACCT_BAL_FY_START
4874,38,1482516,2053642
4875,6,2563109,1823247
4876,45,2615306,2974037
4877,31,773621,623327
4878,37,2821806,2521339
4879,33,4219551,1389495
4880,39,3415882,2307555
4881,22,3688611,2464988
4882,19,3719422,735680
4883,50,4139677,4518670
4884,8,3393658,3271889
4885,34,3469600,4083228
4886,36,803393,3830843
4887,18,875804,2234767
4888,38,308773,4214822
4889,8,1662986,2052143
4890,21,952437,2686238
4891,41,368888,2314931
4892,38,2215054,2538810
4893,26,3635569,134655
4894,23,979151,4923835
4895,20,541297,1021830
4896,48,4044342,1528200
4897,16,3904041,4347847
4898,30,4241826,1081662
4899,44,2163115,40849
4900,5,2355817,3906342
4901,23,1324920,3817161
4902,33,1907361,18770
4903,1,424664,4261779
4904,23,120045,1375372
4905,18,1605529,5287516
4906,40,2464063,2270522
4907,41,2760945,4426514
4908,32,4092659,2333420
4909,42,3281899,4539729
4910,30,3834074,3547855
4911,27,3689687,1237704
4912,47,3962558,347622
4913,14,1609831,451589
4914,40,3514298,728218
4915,12,3667953,4194539
4916,12,320617,3971869
4917,21,2174296,2816026
4918,41,1126780,213664
4919,20,49966,4355205
4920,20,1022382,3390697
4921,46,3670581,1138895
4922,31,4074462,1798835
4923,36,2428681,1908037
4924,2,844725,4627304
4925,43,1661408,1965222
4926,25,543722,3308409
4927,36,382817,4296048
4928,22,2915003,3420210
4929,32,4090061,4425886
4930,2,1820732,316235
4931,6,1128232,5207252
4932,14,4167595,2542527
4933,5,1184411,1160705
4934,28,2857642,3386476
4935,1,1684268,1443507
4936,24,3593811,3901094
4937,15,2301183,4227074
4938,39,1162570,48536
4939,14,929725,2824490
4940,22,2565356,2991915
4941,14,292429,3584964
4942,48,2319500,3910903
4943,50,140952,1529941
4944,19,1883479,506902
4945,49,3779308,1111705
4946,5,2556086,3690168
4947,33,3959662,4625330
4948,38,2967439,3471759
4949,37,127619,4874433
4950,4,2219084,4043633
4951,50,1083203,4072547
4952,16,284072,2679750
4953,37,3653935,2469092
4954,20,290855,2890470
4955,19,653444,4422819
4956,43,2960523,1885723
4957,38,1354489,3540220
4958,32,2468550,458708
4959,13,144799,431101
4960,12,1037453,4133521
4961,42,2974279,633767
4962,12,3103045,4612344
4963,20,933490,964110
4964,36,4158042,2323726
4965,39,2919455,3295871
4966,17,1639508,5139191
4967,27,252896,4026650
4968,33,1114331,4649655
4969,5,420967,3211926
4970,45,1746225,474950
4971,44,1907383,1525795
4972,45,2948992,2677460
4973,3,741653,582017
4974,3,3463406,4497495
4975,32,2369475,2152277
4976,41,262326,3133154
4977,14,69533,881743
4978,31,3680713,5013377
4979,30,1959823,3590470
4980,23,2277980,3332498
4981,27,2786269,4083169
4982,30,1525143,1527692
4983,7,4101223,1753433
4984,35,1457275,179023
4985,21,42775,2102000
4986,50,2232023,4426772
4987,16,2717151,1105529
4988,21,1700912,3296758
4989,1,4326211,4643010
4990,25,1882487,801
4991,11,3824407,990438
4992,17,2946318,1069571
4993,41,1552807,1328113
4994,34,2833851,141133
4995,50,2727872,5209288
4996,25,2715951,2544217
4997,32,75191,3495028
4998,28,3481612,4784691
4999,10,3658769,4766225
5000,39,515881,2128587
5001,42,1308262,3470418
5002,14,1583091,1842024
5003,5,947047,2363245
5004,10,3744902,4854883
5005,1,113933,5294772
5006,3,340359,2928850
5007,13,415408,916736
5008,12,1460501,726343
5009,15,58140,3068648
5010,43,3420742,2488284
5011,37,2877246,2360042
5012,48,10343,496283
5013,27,2380935,1099151
5014,13,2729867,2024787
5015,45,342160,51569
5016,29,487837,71390
5017,37,2557605,3200998
5018,30,2367046,4210564
5019,27,1413449,3285522
5020,12,2269592,67078
5021,33,734851,827097
5022,30,3275236,4687436
5023,19,1338194,2693339
5024,11,1743239,2410459
5025,6,1135997,2294694
5026,50,2194789,51447
5027,7,2319842,3637163
5028,31,3174631,3235679
5029,32,485484,1792170
5030,18,2506541,5181484
5031,12,513456,3304526
5032,1,3264781,5087526
5033,12,650133,206280
5034,29,982294,2219668
5035,3,4061966,4726003
5036,25,3963476,2072157
5037,40,2514397,355719
5038,34,3291248,632505
5039,13,13788,2788893
5040,33,274131,1341201
5041,23,2537984,5185385
5042,11,2471021,2476914
5043,19,395074,4668600
5044,22,2164284,1734590
5045,19,3667054,4181511
5046,16,2362697,969400
5047,16,892400,2892615
5048,38,3679279,965590
5049,11,1113405,132716
5050,17,3212746,3386800
5051,12,1315649,2166464
5052,50,1555658,5371258
5053,12,1569640,4188850
5054,48,2350657,1069100
5055,38,1588090,587566
5056,22,517825,1378532
5057,11,3522854,3972194
5058,43,3324027,1030480
5059,34,1112929,1359251
5060,19,1803422,3053735
5061,5,945941,2573456
5062,2,4204595,2066179
5063,37,2275831,2887567
5064,48,3315747,612553
5065,45,4349874,533904
5066,37,142418,3988509
5067,9,3249071,2552485
5068,7,560652,729151
5069,31,2410123,778844
5070,31,2618974,181198
5071,3,2184623,4984458
5072,30,132863,3169212
5073,38,223449,4649852
5074,48,3116976,2325154
5075,44,917557,3214747
5076,36,1863103,372100
5077,34,3781492,4636963
5078,9,42303,1705115
5079,11,275343,4043927
5080,9,1808922,4098562
5081,30,636831,4549131
5082,20,2032416,4643704
5083,22,1136735,1042865
5084,23,1221615,4401031
5085,8,217368,2526827
5086,46,4309391,259222
5087,27,3034044,2371942
5088,31,642479,2314675
5089,37,1110728,3333624
5090,23,2404998,1324024
5091,7,98955,1961126
5092,34,4051292,3288228
5093,31,3542481,4902993
5094,17,1686643,4256965
5095,44,3282358,4939998
5096,34,558741,1795848
5097,41,972100,355787
5098,31,1824193,4508881
5099,28,2248533,517563
5100,1,1657771,4209999
5101,22,2277675,4065766
5102,16,2442807,4626107
5103,17,3158704,4215227
5104,2,1459992,4031130
5105,39,1256356,303894
5106,10,3595878,3032022
5107,30,1542072,3606943
5108,21,3714057,4471519
5109,38,1894760,4089229
5110,44,1597815,3670217
5111,30,1247976,5384295
5112,23,2331176,870127
5113,9,3119462,1145498
5114,29,322177,4565572
5115,2,2723835,5383621
5116,22,1416308,4394862
5117,17,996014,5294741
5118,6,754610,4200802
5119,33,3804184,2605251
5120,49,190383,354172
5121,7,2751444,816805
5122,44,4019968,3986851
5123,48,126840,558807
5124,31,849161,372560
5125,25,1065985,3346077
5126,15,2357149,3043867
5127,50,2825175,2826109
5128,24,3283819,1850283
5129,1,2023482,3917747
5130,18,814767,1927004
5131,20,1094770,1856242
5132,14,3826186,1446368
5133,17,1223103,3952542
5134,26,558449,2865951
5135,44,2412181,4214254
5136,3,25818,2544596
5137,10,2713726,42541
5138,14,2170562,1707427
5139,31,3502799,3983149
5140,31,3998269,493878
5141,17,3260652,629923
5142,25,2956161,502412
5143,1,1135686,658839
5144,48,509042,1347242
5145,49,520900,995206
5146,20,2758764,1278426
5147,35,2169798,5430457
5148,19,892102,3641553
5149,18,1466794,3005383
5150,46,83680,4781247
5151,13,699508,2532707
5152,45,3494750,5112819
5153,36,3835058,3082615
5154,4,280680,3814950
5155,5,2600481,1693033
5156,34,656513,4571480
5157,31,4205955,3892937
5158,30,2435217,4044576
5159,48,2821341,4517627
5160,32,3649512,2779648
5161,27,725140,2458200
5162,38,502697,898609
5163,1,3455904,3577677
5164,32,1656390,5191304
5165,36,1414497,3448053
5166,47,3217310,3685155
5167,45,2891253,3989376
5168,47,134964,731361
5169,12,2315745,5403595
5170,2,2311414,172964
5171,10,1746423,467308
5172,50,1284447,1104361
5173,11,1616493,1241507
5174,3,4095088,2099289
5175,6,2784616,3458465
5176,27,4126750,1339204
5177,20,2153034,2792004
5178,48,1996412,5203422
5179,40,1692994,3735042
5180,34,3464693,1565052
5181,38,2321843,4050150
5182,31,303138,319946
5183,5,1871127,5054118
5184,20,495751,607716
5185,19,3580319,3355728
5186,2,23415,2104377
5187,16,1545802,2952823
5188,36,3987803,1144941
5189,4,1118307,2500337
5190,25,2117314,1911363
5191,18,474121,2310930
5192,11,3530158,157955
5193,6,261753,1090397
5194,50,1314957,4040860
5195,12,2911187,4241975
5196,19,3439851,121973
5197,47,698610,3316378
5198,11,59944,851398
5199,36,2693342,3787865
5200,31,1950568,3623051
5201,16,2214538,299175
5202,50,3640851,3426912
5203,8,3338284,1511540
5204,13,2728760,4785230
5205,11,2568528,776863
5206,16,2942222,4659782
5207,24,263533,560663
5208,50,1929456,2665828
5209,42,1350189,3086763
5210,16,532976,3311241
5211,17,2011632,2161879
5212,18,216958,3124998
5213,26,2092675,4353954
5214,37,1839519,4941229
5215,39,1495175,3385778
5216,8,2136671,1677116
5217,4,3882,4723221
5218,33,2721129,3974320
5219,46,3055938,2229126
5220,3,452207,54632
5221,1,2965053,1565971
5222,36,1464618,899883
5223,10,3134977,4352160
5224,31,2829932,253577
5225,39,4335497,591017
5226,14,563653,2430261
5227,7,704535,4449494
5228,5,3445809,1045949
5229,43,1038064,4165180
5230,27,1058641,945408
5231,16,4117632,4843114
5232,16,1071216,128880
5233,38,3038834,1852189
5234,48,3873993,3995547
5235,37,824684,2699403
5236,23,1997474,142890
5237,24,627477,5326659
5238,49,3761165,742181
5239,22,1470364,571977
5240,12,1605036,1282214
5241,26,4223378,4530561
5242,26,1949927,2948628
5243,28,1901172,1999499
5244,34,75442,5305752
5245,37,758213,2695251
5246,49,3832246,5333388
5247,46,631896,1365461
5248,14,1156841,4406037
5249,24,298150,940970
5250,42,2989361,3524881
5251,18,796699,3787600
5252,20,3914379,3316946
5253,15,4013571,3895483
5254,8,1935161,1415431
5255,36,1253595,5392076
5256,39,1336554,3134030
5257,49,992497,3713
5258,14,2097929,3303751
5259,11,3544449,4333122
5260,39,3299839,2496770
5261,11,3947599,3412477
5262,8,3337710,1784507
5263,23,2939294,2634688
5264,11,2210084,5162504
5265,27,1765591,2747879
5266,17,968107,3963388
5267,31,3021916,2158465
5268,27,3653688,3038317
5269,21,3970886,1620697
5270,23,2486423,889334
5271,38,165502,2209476
5272,28,3060433,3303459
5273,35,3907741,511804
5274,50,3247359,2986034
5275,9,1071677,1229438
5276,23,1120678,52167
5277,19,1402134,5102466
5278,47,2544392,3953820
5279,29,3301609,122743
5280,7,3629784,333511
5281,12,568555,3711511
5282,12,731155,1117468
5283,24,3131301,4288622
5284,20,2330477,1537451
5285,44,847805,3711705
5286,42,1507091,3879727
5287,2,967031,4061555
5288,42,2251209,2225584
5289,49,2741534,4464829
5290,7,2491414,109807
5291,39,702197,4046164
5292,15,1278258,3295156
5293,31,3219341,4282360
5294,41,292979,4495059
5295,39,1952046,563003
5296,34,3887021,2389706
5297,6,3793793,4185756
5298,18,3846882,2000724
5299,3,1861243,4952184
5300,32,2411555,4092203
5301,14,3063426,5366167
5302,10,260666,4475616
5303,18,1477,1469805
5304,42,490249,2080637
5305,49,3932552,4871062
5306,1,3857736,4880411
5307,9,1968572,3152889
5308,9,2183879,84849
5309,10,386734,2852141
5310,3,1454357,4824966
5311,27,2476127,3824091
5312,17,3935800,1210573
5313,19,964833,3872710
5314,30,1103696,844801
5315,38,32857,2142447
5316,7,3127836,4445897
5317,10,900712,4954634
5318,49,2138494,857521
5319,7,3434506,3654727
5320,12,3130667,3192925
5321,21,2144538,2784448
5322,33,4012238,1901587
5323,32,2305998,4392183
5324,10,39191,335980
5325,49,1934344,1607314
5326,27,1330835,846667
5327,4,3855667,2579236
5328,12,494951,4865232
5329,6,3592765,3383711
5330,16,2546357,4937083
5331,40,3043112,3488621
5332,35,2871360,3153890
5333,12,3031417,5258941
5334,2,102878,4563726
5335,17,2783935,2310359
5336,6,3677680,5160471
5337,7,1777224,359370
5338,27,987501,2678282
5339,2,3685853,534304
5340,14,2837240,428037
5341,16,3781328,4835778
5342,22,2621683,2815111
5343,31,3159653,4350530
5344,25,1383714,3004336
5345,35,1645401,550496
5346,7,114209,1318272
5347,22,475486,1233856
5348,46,476496,376364
5349,35,2010967,1909270
5350,14,1618672,3744537
5351,31,1655638,4920448
5352,43,928020,4435134
5353,50,1006636,4034975
5354,39,520040,2658437
5355,32,761080,4442048
5356,49,1652401,3314190
5357,14,1182030,5220436
5358,2,808967,2857971
5359,39,81682,2592110
5360,24,3956322,1575550
5361,23,3620414,964691
5362,39,4338778,880755
5363,17,2261516,2909360
5364,18,1992602,1871291
5365,42,3373679,2510921
5366,13,3860739,683187
5367,45,1620633,75724
5368,50,585318,2921841
5369,42,2069249,3251353
5370,24,1032153,1941791
5371,11,4059705,3126191
5372,50,684532,4173279
5373,42,1090532,2022401
5374,21,3858276,2174789
5375,14,2701187,1080681
5376,24,670322,5325895
5377,39,3206967,1954863
5378,26,848867,3701829
5379,42,3498055,2766050
5380,25,934063,1742079
5381,13,731324,3396643
5382,50,3334442,885649
5383,39,677677,3433349
5384,42,3292478,1225063
5385,36,1187120,2563780
5386,20,3744359,1237263
5387,22,547280,3778869
5388,10,2874112,3434328
5389,42,3227688,422244
5390,45,1193283,5303612
5391,41,3014113,2839457
5392,43,2317999,2797744
5393,18,3991292,4980077
5394,6,965014,942109
5395,27,1322870,3673617
5396,19,2657480,2337434
5397,39,2666520,3440354
5398,27,2794369,4897763
5399,20,3572631,2025772
5400,9,615291,1443837
5401,34,2417078,4050417
5402,39,983681,1366966
5403,40,332155,1712279
5404,20,2494141,1634303
5405,13,2980073,3851684
5406,28,505790,5357797
5407,31,3504563,402295
5408,40,312109,4585559
5409,27,2423544,4418035
5410,32,2937805,2460474
5411,12,2729170,3494663
5412,47,375371,4269904
5413,35,3015867,982246
5414,33,4159551,2436880
5415,32,3644700,2664076
5416,28,4264286,4701028
5417,12,2159022,2544686
5418,47,2309678,2717454
5419,1,3985596,3718957
5420,6,538323,48706
5421,48,1159393,1906342
5422,1,93529,4311642
5423,7,4277266,2959947
5424,33,2213397,4511770
5425,19,306451,92782
5426,6,1905575,2272586
5427,19,3207212,2444954
5428,49,2714247,4064714
5429,14,2428600,4332233
5430,19,2536975,735969
5431,29,889031,4483882
5432,32,20611,2561566
5433,27,2273468,1247055
5434,16,3533169,631661
5435,28,2073460,5297940
5436,43,994713,3937693
5437,21,2471848,4399968
5438,23,3536767,1661256
5439,50,2528412,1400569
5440,48,2225063,257430
5441,39,3339338,255533
5442,21,3875968,3529369
5443,21,2374961,1744340
5444,12,3473243,2236263
5445,20,1023738,3251659
5446,43,620882,1533481
5447,42,2456988,1942884
5448,9,1131301,1839631
5449,46,392297,494270
5450,16,2146143,1166933
5451,49,1801179,1963137
5452,11,2819440,3995074
5453,41,4180594,1852144
5454,14,1348358,1259963
5455,48,1210385,2510243
5456,41,3730511,3310961
5457,29,3787176,1985232
5458,46,3499913,487928
5459,28,511786,1678385
5460,27,986201,4663187
5461,23,244794,3223541
5462,41,563135,5199348
5463,14,2920654,4601120
5464,15,2211302,3812293
5465,39,4038544,4074751
5466,39,2032996,642890
5467,2,3009030,5360749
5468,38,3988780,4115094
5469,29,2249075,3859421
5470,19,3199431,1639505
5471,32,1645467,4810421
5472,25,2930382,1895220
5473,18,985632,475981
5474,15,4222328,907926
5475,24,2814466,4788377
5476,49,1439630,3502924
5477,7,2833858,137508
5478,22,1633503,662481
5479,34,1241275,287811
5480,18,744238,3126554
5481,40,3601601,837669
5482,24,4120784,3505137
5483,22,3638994,1935688
5484,14,1696617,2346672
5485,12,2737640,2175220
5486,45,1873568,4763255
5487,9,2824123,5405834
5488,25,2006415,2182030
5489,7,1168299,4135500
5490,9,1135500,701480
5491,10,3981918,4766439
5492,36,3541672,4155731
5493,9,645804,5068484
5494,46,221337,3742776
5495,9,387805,2659603
5496,26,86255,670866
5497,40,702389,5235452
5498,45,3153429,4941910
5499,47,4108511,4081446
5500,35,4152316,2902989
5501,33,1020107,4691356
5502,43,2359507,2900405
5503,50,3216723,5078903
5504,1,632937,1934896
5505,22,2129854,4575444
5506,3,921933,4427907
5507,38,4137000,730553
5508,50,4106622,3950556
5509,38,4236344,3252820
5510,11,1192795,4470756
5511,34,3974421,813194
5512,13,2294327,2916667
5513,11,1927039,3006250
5514,44,595722,4420083
5515,26,1469590,2118255
5516,47,3158943,5255914
5517,12,3156035,5285638
5518,13,2577806,4717859
5519,35,1181879,4332063
5520,39,910450,4482109
5521,19,3718975,3573004
5522,7,1902159,1184899
5523,7,3874174,5167941
5524,24,2682132,3324613
5525,14,73389,5370043
5526,41,2579396,1238520
5527,38,1105732,3153546
5528,34,1018073,4559208
5529,3,2880716,5238897
5530,1,1522984,3472599
5531,49,742831,1136811
5532,11,4343872,4231056
5533,7,2720331,630963
5534,13,3915426,3134935
5535,35,117186,2814015
5536,43,2886185,858294
5537,44,3097378,2382626
5538,6,1647268,4353778
5539,29,1215779,245027
5540,2,2804588,2266649
5541,3,3836488,2362670
5542,20,4315246,64897
5543,30,928276,3929111
5544,8,1854373,5026167
5545,12,1247647,2836502
5546,25,3860291,2852849
5547,11,2415578,3037612
5548,23,2571775,2222840
5549,8,3591495,3287653
5550,41,1428017,5400043
5551,41,1808487,1380927
5552,49,2031131,421709
5553,50,2179503,12867
5554,35,2616157,3529729
5555,12,4015062,2928051
5556,44,3531320,4573204
5557,46,276981,4434774
5558,42,146290,961238
5559,29,3748762,4532994
5560,21,2069426,4453471
5561,21,968070,967435
5562,25,203722,1290111
5563,21,3502608,1498235
5564,14,3067774,1675169
5565,25,3100407,3888042
5566,4,2298048,3066120
5567,27,2274705,3609191
5568,13,4130422,589191
5569,40,1005993,3839765
5570,38,823234,1637308
5571,7,2730032,21632
5572,33,2590114,4667047
5573,14,1727512,2243182
5574,31,2774862,420788
5575,19,748824,5105761
5576,21,825277,4000186
5577,5,3370784,2147234
5578,12,1004019,1841374
5579,12,3783315,1959003
5580,48,1857264,5017435
5581,26,779618,145728
5582,34,4282357,5238844
5583,41,2404961,2447198
5584,46,990759,2324689
5585,41,1555420,3028961
5586,29,2358297,1347573
5587,29,3509533,1429285
5588,28,2604788,4880361
5589,30,310935,1684214
5590,40,3124017,1642538
5591,32,3411620,3863569
5592,18,117631,3013464
5593,14,12982,3770735
5594,36,2034195,855888
5595,35,367256,4844410
5596,31,1480735,5282210
5597,8,3283448,4963494
5598,33,3799908,2529369
5599,49,678508,41086
5600,7,3608750,1989216
5601,33,3345498,4918679
5602,29,811287,449395
5603,32,2482874,3046782
5604,12,579586,2289794
5605,16,924852,2902591
5606,20,1837920,4356985
5607,21,3788388,4975018
5608,34,1944261,3657489
5609,10,1167846,5347766
5610,29,3853287,1913648
5611,7,1938589,804575
5612,30,2970818,984713
5613,11,24237,1515984
5614,23,1639138,1563904
5615,40,4185184,4650874
5616,50,1139905,3073948
5617,38,3076899,2119342
5618,43,4038486,45343
5619,11,3110206,4478715
5620,9,3604418,4038506
5621,4,3664798,762759
5622,16,642421,239673
5623,35,3034278,658231
5624,36,1619368,1056135
5625,41,4123157,201780
5626,12,3087820,2236424
5627,35,2505433,615250
5628,48,1148218,2653056
5629,17,972076,2186288
5630,28,1550565,3049093
5631,2,3891050,4338666
5632,39,2178314,2384485
5633,47,3852068,2100761
5634,16,2909168,3849780
5635,7,1441240,2955994
5636,42,4092117,1019531
5637,22,2864155,4035933
5638,26,3374897,934230
5639,38,1352304,739824
5640,33,3902960,102471
5641,2,1495189,4175104
5642,50,3775585,5428976
5643,37,1987769,1136357
5644,26,3793380,485191
5645,17,2218866,2644457
5646,28,341058,5063138
5647,30,2260419,353189
5648,31,1494380,962062
5649,47,274405,2634783
5650,33,32483,4833124
5651,32,3837450,3497979
5652,8,1957376,3893582
5653,32,970206,2990156
5654,49,799138,4173090
5655,40,431754,1635246
5656,4,2967396,5276278
5657,10,1703620,1848368
5658,45,589881,3942590
5659,40,1649357,4950220
5660,17,1227574,466696
5661,8,3099990,5258807
5662,40,3281598,773848
5663,47,4264135,2019969
5664,10,4157569,3591058
5665,43,1141716,2138013
5666,43,770023,3472632
5667,4,205467,346303
5668,24,2338457,507635
5669,17,1184257,5222963
5670,42,617463,4430121
5671,30,1884792,236793
5672,27,3440519,1497144
5673,31,3358351,5144877
5674,49,3995740,2368262
5675,47,3546845,5209676
5676,23,2349983,360712
5677,19,1901799,492708
5678,27,1521006,4092744
5679,3,3260064,4110607
5680,50,3117762,3852928
5681,48,2006440,2602632
5682,32,1519540,1590234
5683,35,2399023,526259
5684,26,1376156,5182450
5685,28,1572116,4752155
5686,24,4140451,3545039
5687,24,3861065,2767870
5688,19,3188906,2852086
5689,18,2712534,3994209
5690,47,794837,1258026
5691,47,3193406,2804316
5692,36,955453,984898
5693,46,3333269,1086885
5694,44,4196340,179241
5695,10,3704666,2708652
5696,6,3725036,3074854
5697,9,2839039,2862597
5698,35,1806443,804289
5699,32,485755,4076841
5700,23,3798639,4537467
5701,48,1016666,2842751
5702,38,1719582,2526817
5703,9,96713,4942221
5704,6,4343366,3702785
5705,2,4221710,4755858
5706,21,80514,909192
5707,36,3051667,2342715
5708,12,4012897,314004
5709,43,1434485,381160
5710,16,2117655,3809373
5711,2,1227988,2167553
5712,18,2042234,4966172
5713,3,2845537,184855
5714,13,283729,1907180
5715,33,586515,222488
5716,24,799788,2495443
5717,7,104444,4060575
5718,47,1589149,1697101
5719,32,1554941,3767474
5720,13,2774896,1255028
5721,50,1906122,4603661
5722,10,2471102,80114
5723,7,1978167,2225339
5724,31,355151,3359585
5725,3,2593172,557414
5726,28,962978,4935254
5727,20,4179085,1833181
5728,27,2607960,1757815
5729,29,2645836,3290482
5730,46,627068,465982
5731,10,3448199,1919221
5732,42,3775543,3805244
5733,39,3380027,975473
5734,42,2254178,1717475
5735,31,2621398,3139986
5736,41,4243150,2582417
5737,28,398222,426868
5738,17,1286399,2162282
5739,37,3150469,1428011
5740,31,3968153,5411051
5741,28,1203604,1945965
5742,5,2588945,1864442
5743,15,1929196,2782000
5744,2,2554558,2901382
5745,2,1769561,1845940
5746,16,364433,5189402
5747,28,116090,1245876
5748,35,133786,3349669
5749,45,3091615,251727
5750,13,1499180,3599019
5751,39,3919651,3824767
5752,37,1121715,2960496
5753,41,3627558,1499036
5754,28,2318826,3118582
5755,8,389753,1790257
5756,20,3539102,144674
5757,28,1216105,2561697
5758,21,3498992,4792824
5759,31,1367038,1463132
5760,18,778708,3769099
5761,19,3774824,806656
5762,43,3016064,2941957
5763,49,2462936,266290
5764,43,1076886,4426764
5765,23,2196833,3611092
5766,18,963865,5327215
5767,35,3297463,3981979
5768,50,3123250,2055300
5769,30,1726735,1302302
5770,14,1180431,3764596
5771,6,3717420,2120202
5772,18,1331250,1197149
5773,20,3997822,1829902
5774,15,2724185,4432567
5775,47,3546364,610616
5776,35,1317189,2288220
5777,38,4184142,1970900
5778,27,208883,5154406
5779,12,2163043,4292644
5780,3,1341293,350107
5781,47,614072,3384284
5782,47,750194,2274433
5783,43,793506,3085460
5784,11,207963,3783658
5785,18,3404253,506098
5786,11,771015,3471369
5787,18,745869,4938621
5788,44,1419411,1754132
5789,16,785472,5402590
5790,50,2444919,90388
5791,4,1063927,1793341
5792,8,3501414,4448338
5793,21,36072,3093575
5794,33,1790514,3333417
5795,11,1109173,1026756
5796,35,224450,1109359
5797,36,1395562,400707
5798,27,2848780,2133910
5799,21,1956654,4610231
5800,26,344186,3736269
5801,14,2180315,653002
5802,45,1628088,4318744
5803,4,2719058,5124187
5804,26,948564,2241516
5805,41,2383220,4874695
5806,7,3473166,5293708
5807,46,1437955,313581
5808,23,1513509,3023100
5809,27,369232,5130232
5810,32,1653044,4847576
5811,37,2999509,4428201
5812,25,965985,4374526
5813,44,148397,4901311
5814,4,4038159,3788617
5815,45,2173306,4097899
5816,48,4161259,1541852
5817,16,186706,330802
5818,15,1642504,1885372
5819,35,4081138,378050
5820,27,990937,4659182
5821,8,1166296,3445573
5822,22,1136232,4841082
5823,27,4283143,2281010
5824,9,1741820,1008039
5825,23,2140533,2147321
5826,18,245571,388779
5827,2,1748523,3506786
5828,27,119487,4048527
5829,28,1867772,4835746
5830,43,1140167,1407291
5831,43,1157475,1773248
5832,35,1532723,1732404
5833,1,1946474,4357312
5834,29,2164411,4887050
5835,5,295661,379829
5836,47,3758050,5161195
5837,40,1111635,3844082
5838,4,864217,3004756
5839,45,468715,5229856
5840,12,1184670,4648406
5841,26,225101,1323116
5842,12,50980,2751768
5843,29,2739274,1583826
5844,2,712000,352690
5845,31,3234439,4154312
5846,45,3681824,1142111
5847,4,425388,145781
5848,18,2761639,1323730
5849,36,484956,4938545
5850,27,2275167,2794075
5851,8,4018762,822291
5852,27,2812228,5423408
5853,15,4225666,3696169
5854,6,4266712,2013781
5855,50,2353341,4302770
5856,32,3769406,1876609
5857,40,2636844,4364013
5858,41,4288529,3038837
5859,41,957260,469393
5860,13,2284902,2874732
5861,18,251289,496048
5862,43,4182409,3802824
5863,19,39252,2816759
5864,8,2431823,886425
5865,2,216707,1278573
5866,48,2223060,337221
5867,4,1238657,2076118
5868,22,3441518,2449653
5869,40,3360130,4294230
5870,34,3485468,1126142
5871,21,583108,2362105
5872,37,1834384,2261638
5873,14,1450514,724330
5874,9,2795858,1041745
5875,43,1991057,4301198
5876,18,4297298,2769477
5877,39,1587320,3350615
5878,35,4335058,3824708
5879,39,2266552,3733388
5880,35,2021147,3180948
5881,28,2379286,4254987
5882,12,2003933,1640548
5883,25,3514409,662978
5884,14,2609733,2974836
5885,14,1153021,2381578
5886,7,2606540,441099
5887,49,1448901,1662478
5888,31,2811957,3386980
5889,27,1994795,543353
5890,25,688852,3503073
5891,2,2689318,2826509
5892,20,4161300,5270887
5893,49,3313049,2804685
5894,30,1661318,595887
5895,28,3627797,3452849
5896,49,1647513,1247549
5897,8,3060817,2529957
5898,15,133518,463559
5899,48,2295655,2451427
5900,11,3546748,5239108
5901,15,2857322,2221089
5902,22,1042231,2273389
5903,4,3069063,1799348
5904,48,2532301,5230889
5905,35,3240142,5117582
5906,39,445099,4623442
5907,39,3588148,2300975
5908,24,2522063,5341344
5909,5,3568961,5295673
5910,24,919815,4362565
5911,42,2708711,1453297
5912,9,3994628,3495798
5913,22,1448522,3421933
5914,7,2700438,4704853
5915,36,1890207,3097702
5916,43,4221469,1026333
5917,47,3807244,5179628
5918,8,553117,1733853
5919,5,2105946,328410
5920,3,1412025,3378320
5921,8,3793035,285597
5922,1,1871604,1766999
5923,42,1434445,4431547
5924,9,3961545,163980
5925,16,3342544,2512341
5926,22,2140739,5197822
5927,43,1161662,4656621
5928,18,3265110,1488177
5929,17,3703749,3748859
5930,18,580961,4310590
5931,48,1011559,210823
5932,1,3106090,1484391
5933,35,2339671,3438573
5934,19,374551,3377241
5935,20,566374,522893
5936,50,279985,1980443
5937,36,827253,4442135
5938,34,2335660,951688
5939,24,3325224,2457194
5940,20,3321868,3821821
5941,47,4219381,4593928
5942,42,3538593,990833
5943,25,4094153,3860704
5944,12,1537636,4797059
5945,42,4004243,3085457
5946,37,2745253,3175959
5947,34,1946769,1929022
5948,30,533944,4845698
5949,26,681880,91752
5950,47,2622556,5090077
5951,22,3682229,2728184
5952,17,331583,4730902
5953,20,596280,3649756
5954,37,225989,2287555
5955,5,839519,3988416
5956,39,3646479,4740982
5957,38,57472,4280097
5958,29,3438629,4612632
5959,42,948694,4141458
5960,9,1640092,242382
5961,43,4013015,4362139
5962,47,945744,3978797
5963,10,344788,1982268
5964,20,759551,366731
5965,26,1839924,3578685
5966,39,1865233,1464524
5967,15,2558022,4617164
5968,42,1125193,4352156
5969,26,4035855,2865346
5970,26,927961,2397828
5971,16,1551838,1299231
5972,1,4288425,5238786
5973,23,2438865,3587118
5974,9,382079,1135833
5975,16,256094,3507737
5976,15,148949,2398119
5977,23,1565678,4775858
5978,39,428333,3069838
5979,43,568713,4937783
5980,24,2558270,3883352
5981,34,4216607,1927814
5982,16,3776178,4536598
5983,2,2337129,2387841
5984,30,1347689,3703210
5985,33,619997,3607183
