Cust_ID,Location_Type,Investment_risk_tol,Avg_mon_expense,Investment_needs,BAnking_Needs,Pref_channel,Lifestyle,Net_Worth,Persona,Biz_Type,Biz_Size,Biz_Age,Turnover,Credit_Score
5900,Suburban,Medium,22916.9416666667,Wealth accumulation,Credit Card,Phone Banking,Minimalist,216278235,Housewives,E-commerce,,,,303
5901,Hill station,High,139542.59,Retirement planning,Credit Card,Mobile Banking,Frugal,371093260,Young Professionals,Automotive,,,,852
5902,Tier 3 city,Medium,156235.92,Capital preservation,Education Loans,Branch,Semi-Luxury,476890672,Small Business Owners,Manufacturing,25.0,8.0,36452696.0,882
5903,Hill station,Medium,145786.529166667,Tax savings,Car Loans,Branch,Middle-class,498125531,Students,Fashion,,,,800
5904,Metro,Low,85159.4425,Tax savings,Recurring Deposits,Internet Banking,Budget,194739704,Housewives,Retail,,,,559
5905,Tier 1 city,Medium,19612.575,Retirement planning,Credit Card,Internet Banking,Minimalist,47424885,Small Business Owners,Real Estate,14.0,2.0,112772257.0,315
5906,Metro,Medium,26746.52,Long-term growth,Car Loans,Branch,Budget,117152141,Rural Customers,Art and Design,12.0,17.0,134832607.0,558
5907,Tier 2 city,High,93711.1666666667,Stable returns,Fixed Deposits,Branch,Luxury,399370533,Small Business Owners,Manufacturing,23.0,0.0,12408641.0,815
5908,Urban,High,206399.233333333,Short-term gains,Insurance,Branch,Luxury,269287437,NRIs (Non-Resident Indians),Automotive,13.0,18.0,2706797.0,658
5909,Tier 2 city,High,3442.18,Wealth accumulation,Credit Card,Mobile Banking,Minimalist,72094623,High Net Worth Individuals (HNIs),Healthcare,12.0,6.0,18778134.0,558
5910,Rural,Medium,300457.056666667,Capital preservation,Personal Loans,Phone Banking,Minimalist,143842403,Small Business Owners,E-commerce,25.0,14.0,9184818.0,824
5911,Metro,Medium,25477.0683333333,Tax savings,Education Loans,Phone Banking,Frugal,360134361,Housewives,Fashion,,,,856
5912,Tier 1 city,Medium,13883.7533333333,Tax savings,Home Loans,Mobile Banking,Semi-Luxury,445632452,Self-Employed Professionals,Food and Beverage,0.0,7.0,52829909.0,591
5913,Urban,Medium,169350.793333333,Capital preservation,Personal Loans,ATM,Frugal,12281056,Salaried Employees,Sports and Fitness,,,,875
5914,Tier 2 city,Medium,148214.581666667,Long-term growth,Current Account,ATM,Middle-class,377373842,Rural Customers,Non-Profit,25.0,7.0,164045013.0,502
5915,Rural,Low,123385.501666667,Short-term gains,Personal Loans,Branch,Budget,39351878,Students,Healthcare,,,,326
5916,Semi-urban,High,45206.8333333333,Capital preservation,Credit Card,Mobile Banking,Minimalist,227597375,NRIs (Non-Resident Indians),IT Services,12.0,10.0,62858051.0,550
5917,Metro,Low,78334.8666666667,Short-term gains,Personal Loans,Internet Banking,Minimalist,412672969,Salaried Employees,Education,,,,776
5918,Rural,High,134170.95,Retirement planning,Recurring Deposits,Phone Banking,Budget,234540271,Rural Customers,Finance,23.0,1.0,100576148.0,669
5919,Tier 1 city,High,490.930833333333,Short-term gains,Savings Account,Internet Banking,Semi-Luxury,79942446,Housewives,Hospitality,,,,678
5920,Hill station,Medium,30147.625,Tax savings,Current Account,Branch,Middle-class,411401893,Self-Employed Professionals,Media and Entertainment,14.0,0.0,135981219.0,357
5921,Tier 3 city,Low,79023.0833333333,Stable returns,Current Account,Relationship Manager,Luxury,216592656,Self-Employed Professionals,Telecommunications,14.0,5.0,191285776.0,414
5922,Tier 3 city,High,62806.38,Long-term growth,Credit Card,Branch,Frugal,411971514,Self-Employed Professionals,Sports and Fitness,18.0,2.0,82157702.0,440
5923,Coastal,High,90497.8066666667,Stable returns,Home Loans,Relationship Manager,Semi-Luxury,288042051,Self-Employed Professionals,Education,25.0,8.0,188218720.0,882
5924,Semi-urban,High,230280.933333333,Short-term gains,Current Account,Relationship Manager,Semi-Luxury,412778517,Small Business Owners,Fashion,9.0,10.0,181255707.0,653
5925,Tier 3 city,High,67567.0908333333,Retirement planning,Credit Card,Relationship Manager,Frugal,178048451,Self-Employed Professionals,,21.0,6.0,50174825.0,447
5926,Hill station,High,20621.405,Capital preservation,Home Loans,Mobile Banking,Semi-Luxury,162220914,NRIs (Non-Resident Indians),Consulting,23.0,16.0,9310737.0,857
5927,Urban,Medium,30513.7066666667,Capital preservation,Credit Card,Branch,Budget,347311603,Self-Employed Professionals,Sports and Fitness,19.0,25.0,157253351.0,659
5928,Tier 1 city,High,15383.8275,Tax savings,Savings Account,Internet Banking,Luxury,152691777,NRIs (Non-Resident Indians),Real Estate,12.0,6.0,162356179.0,518
5929,Rural,Medium,389700.021666667,Wealth accumulation,Car Loans,Relationship Manager,Middle-class,400559740,Self-Employed Professionals,E-commerce,6.0,18.0,157450969.0,476
5930,Metro,Medium,145330.161666667,Retirement planning,Home Loans,Relationship Manager,Semi-Luxury,239368515,Small Business Owners,Retail,7.0,20.0,108512360.0,435
5931,Tier 1 city,Medium,140167.52,Wealth accumulation,Insurance,ATM,Luxury,386271035,Salaried Employees,Automotive,,,,687
5932,Coastal,Low,35787.89,Stable returns,Savings Account,Internet Banking,Middle-class,26907941,Self-Employed Professionals,Hospitality,11.0,4.0,169481354.0,731
5933,Metro,High,78751.42,Stable returns,Car Loans,Branch,Budget,229744797,Young Professionals,Manufacturing,,,,366
5934,Tier 1 city,High,201103.738333333,Wealth accumulation,Fixed Deposits,Internet Banking,Minimalist,420066842,Young Professionals,Media and Entertainment,,,,633
5935,Tier 1 city,High,68113.01,Long-term growth,Credit Card,Phone Banking,Minimalist,284672492,Salaried Employees,Healthcare,,,,880
5936,Metro,Low,57761.9633333333,Long-term growth,Recurring Deposits,Internet Banking,Luxury,177585016,Senior Citizens,Healthcare,,,,585
5937,Urban,High,34270.3633333333,Wealth accumulation,Savings Account,Mobile Banking,Frugal,234531447,Small Business Owners,E-commerce,8.0,0.0,85837060.0,509
5938,Urban,Low,149024.135,Capital preservation,Insurance,Internet Banking,Budget,309040441,High Net Worth Individuals (HNIs),Transportation,23.0,20.0,904708.0,869
5939,Coastal,Low,266728.86,Short-term gains,Personal Loans,Relationship Manager,Minimalist,44329833,High Net Worth Individuals (HNIs),Hospitality,2.0,22.0,92465110.0,331
5940,Rural,Medium,17316.44,Wealth accumulation,Home Loans,Mobile Banking,Middle-class,66502275,NRIs (Non-Resident Indians),Media and Entertainment,23.0,19.0,64462970.0,808
5941,Suburban,High,17934.325,Capital preservation,Current Account,Mobile Banking,Minimalist,104858315,Young Professionals,Consulting,,,,599
5942,Metro,High,185845.098333333,Wealth accumulation,Car Loans,Branch,Frugal,90824898,High Net Worth Individuals (HNIs),Transportation,11.0,13.0,139896063.0,627
5943,Metro,High,30418.4541666667,Wealth accumulation,Current Account,Branch,Frugal,265504155,NRIs (Non-Resident Indians),Healthcare,7.0,19.0,45174229.0,447
5944,Suburban,Medium,21533.52,Short-term gains,Personal Loans,ATM,Budget,225546791,Students,Real Estate,,,,431
5945,Suburban,Low,326953.27,Long-term growth,Fixed Deposits,Phone Banking,Luxury,113362275,Young Professionals,,,,,710
5946,Metro,Medium,293459.1925,Stable returns,Car Loans,Relationship Manager,Budget,412474600,Salaried Employees,Healthcare,,,,626
5947,Metro,High,93029.615,Retirement planning,Credit Card,Relationship Manager,Budget,57325762,Senior Citizens,Hospitality,,,,570
5948,Tier 2 city,High,16334.9766666667,Retirement planning,Car Loans,Mobile Banking,Frugal,37098348,High Net Worth Individuals (HNIs),Agriculture,10.0,15.0,66824993.0,498
5949,Urban,High,98965.44,Stable returns,Savings Account,Relationship Manager,Minimalist,137410549,NRIs (Non-Resident Indians),Agriculture,19.0,1.0,137849880.0,844
5950,Rural,High,133030.256666667,Capital preservation,Insurance,Relationship Manager,Middle-class,222829157,Senior Citizens,Construction,,,,401
5951,Rural,High,23214.8041666667,Retirement planning,Car Loans,ATM,Luxury,434507862,Small Business Owners,,21.0,20.0,14433600.0,331
5952,Coastal,High,77737.0533333333,Capital preservation,Fixed Deposits,Internet Banking,Semi-Luxury,99619901,Senior Citizens,Agriculture,,,,598
5953,Coastal,Low,30838.4266666667,Tax savings,Recurring Deposits,Relationship Manager,Semi-Luxury,154543778,High Net Worth Individuals (HNIs),Telecommunications,6.0,16.0,27363110.0,406
5954,Suburban,Low,20771.2516666667,Wealth accumulation,Home Loans,Internet Banking,Frugal,303017617,Rural Customers,Construction,4.0,21.0,12739255.0,841
5955,Suburban,Low,5621.605,Long-term growth,Fixed Deposits,Relationship Manager,Luxury,27051586,Self-Employed Professionals,Energy,16.0,17.0,64310913.0,871
5956,Semi-urban,Medium,1539.4725,Stable returns,Car Loans,Mobile Banking,Frugal,370237413,Rural Customers,Consulting,18.0,7.0,51445290.0,817
5957,Tier 2 city,Medium,6791.8425,Retirement planning,Home Loans,Mobile Banking,Semi-Luxury,447728267,Students,Telecommunications,,,,500
5958,Urban,High,143125.083333333,Wealth accumulation,Recurring Deposits,Internet Banking,Middle-class,201699627,Housewives,Telecommunications,,,,889
5959,Hill station,Low,41483.025,Short-term gains,Home Loans,Internet Banking,Minimalist,243683591,Students,Government,,,,686
5960,Hill station,High,251987.420833333,Wealth accumulation,Savings Account,Relationship Manager,Luxury,250597354,High Net Worth Individuals (HNIs),Non-Profit,3.0,23.0,143663492.0,786
5961,Tier 2 city,Medium,190741.085833333,Tax savings,Fixed Deposits,Phone Banking,Middle-class,386448964,Salaried Employees,Construction,,,,826
5962,Semi-urban,Medium,315726.103333333,Stable returns,Savings Account,Internet Banking,Middle-class,445904730,Senior Citizens,Construction,,,,376
5963,Metro,Medium,22539.5775,Short-term gains,Current Account,Branch,Minimalist,291912875,Senior Citizens,,,,,491
5964,Tier 3 city,Low,18095.9866666667,Stable returns,Recurring Deposits,Phone Banking,Semi-Luxury,178723646,Young Professionals,E-commerce,,,,413
5965,Rural,Medium,127113.733333333,Retirement planning,Recurring Deposits,Relationship Manager,Minimalist,415930813,Housewives,Non-Profit,,,,889
5966,Rural,High,193186.9375,Stable returns,Car Loans,ATM,Frugal,137468353,Senior Citizens,Retail,,,,560
5967,Rural,Medium,104867.491666667,Long-term growth,Insurance,Mobile Banking,Minimalist,490749589,Young Professionals,,,,,879
5968,Urban,High,95768.7266666667,Short-term gains,Personal Loans,ATM,Luxury,185063716,Rural Customers,Sports and Fitness,4.0,22.0,52623637.0,787
5969,Semi-urban,Medium,572.406666666667,Wealth accumulation,Savings Account,Branch,Minimalist,89229064,Students,Hospitality,,,,327
5970,Semi-urban,Medium,332484.191666667,Capital preservation,Fixed Deposits,Internet Banking,Minimalist,379584639,Rural Customers,Fashion,20.0,9.0,46911330.0,352
5971,Coastal,Low,132736.8125,Long-term growth,Education Loans,Mobile Banking,Minimalist,436879131,Senior Citizens,Non-Profit,,,,463
5972,Suburban,Low,74442.2525,Retirement planning,Personal Loans,Phone Banking,Minimalist,255533889,Rural Customers,Beauty and Wellness,5.0,18.0,194690255.0,329
5973,Tier 1 city,Low,44027.1975,Capital preservation,Education Loans,ATM,Semi-Luxury,161532857,High Net Worth Individuals (HNIs),Manufacturing,13.0,20.0,68616591.0,461
5974,Rural,Low,118744.366666667,Wealth accumulation,Car Loans,Branch,Middle-class,479821272,Small Business Owners,Art and Design,14.0,23.0,168012672.0,850
5975,Suburban,High,28096.8625,Long-term growth,Recurring Deposits,Phone Banking,Semi-Luxury,314416651,Salaried Employees,Transportation,,,,806
5976,Suburban,High,79076.29,Long-term growth,Car Loans,Phone Banking,Minimalist,252173967,Rural Customers,Fashion,5.0,19.0,70359075.0,639
5977,Metro,High,53782.6333333333,Retirement planning,Home Loans,Mobile Banking,Budget,360539448,Salaried Employees,Media and Entertainment,,,,505
5978,Tier 2 city,Low,314746.0875,Tax savings,Home Loans,ATM,Semi-Luxury,10427228,High Net Worth Individuals (HNIs),Telecommunications,8.0,6.0,20617179.0,393
5979,Urban,Medium,46131.3325,Wealth accumulation,Education Loans,Phone Banking,Luxury,119495528,Housewives,Non-Profit,,,,490
5980,Metro,Low,64285.0433333333,Short-term gains,Personal Loans,Internet Banking,Frugal,70820331,Young Professionals,Automotive,,,,410
5981,Suburban,Medium,32474.3066666667,Stable returns,Credit Card,Relationship Manager,Semi-Luxury,423191068,Rural Customers,Real Estate,14.0,6.0,16945407.0,817
5982,Tier 3 city,Low,8964.83333333333,Wealth accumulation,Car Loans,Branch,Luxury,353785377,Young Professionals,Energy,,,,435
5983,Rural,Medium,184321.67,Tax savings,Recurring Deposits,Relationship Manager,Frugal,256218817,Senior Citizens,Finance,,,,454
5984,Urban,High,62803.4075,Capital preservation,Current Account,Branch,Middle-class,111248719,High Net Worth Individuals (HNIs),Telecommunications,14.0,17.0,156454011.0,642
5985,Tier 2 city,Medium,275355.666666667,Tax savings,Insurance,Relationship Manager,Budget,319175862,Students,Food and Beverage,,,,617
5986,Tier 3 city,Low,24920.6141666667,Short-term gains,Current Account,Phone Banking,Frugal,286857728,Small Business Owners,Other,4.0,8.0,147131666.0,686
5987,Urban,High,244044.3775,Short-term gains,Recurring Deposits,Branch,Frugal,488393942,NRIs (Non-Resident Indians),Energy,1.0,14.0,48076554.0,746
5988,Tier 3 city,High,17747.5833333333,Wealth accumulation,Recurring Deposits,Phone Banking,Luxury,113879423,Senior Citizens,Government,,,,534
5989,Tier 1 city,Medium,35418.8625,Long-term growth,Car Loans,Branch,Minimalist,298569176,NRIs (Non-Resident Indians),Beauty and Wellness,13.0,19.0,173610641.0,876
5990,Suburban,Low,120194.336666667,Wealth accumulation,Savings Account,Phone Banking,Semi-Luxury,251185869,Salaried Employees,Transportation,,,,498
5991,Tier 2 city,High,135396.666666667,Tax savings,Personal Loans,Phone Banking,Budget,157156254,Rural Customers,Energy,9.0,17.0,14161228.0,723
5992,Rural,High,5759.35416666667,Long-term growth,Savings Account,Branch,Luxury,471500152,Small Business Owners,IT Services,9.0,20.0,32734370.0,826
5993,Tier 3 city,Medium,103211.5,Short-term gains,Personal Loans,Internet Banking,Minimalist,365253862,High Net Worth Individuals (HNIs),Consulting,0.0,25.0,187431738.0,315
5994,Urban,Low,92446.5916666667,Stable returns,Home Loans,Phone Banking,Minimalist,297345506,Housewives,Finance,,,,384
5995,Tier 3 city,Medium,43547.5416666667,Tax savings,Current Account,Relationship Manager,Budget,297239586,Rural Customers,Retail,5.0,10.0,175790250.0,797
5996,Coastal,Low,258481.705,Tax savings,Insurance,ATM,Budget,401081127,High Net Worth Individuals (HNIs),Fashion,3.0,3.0,119518622.0,574
5997,Rural,Low,6156.635,Long-term growth,Recurring Deposits,ATM,Middle-class,418446642,Housewives,Art and Design,,,,647
5998,Tier 3 city,Medium,206797.345833333,Capital preservation,Insurance,ATM,Semi-Luxury,96550701,High Net Worth Individuals (HNIs),Media and Entertainment,25.0,15.0,108537308.0,316
5999,Coastal,Medium,84224.1716666667,Stable returns,Savings Account,ATM,Luxury,164960323,Senior Citizens,Construction,,,,881
6000,Urban,Medium,110393.075,Retirement planning,Education Loans,Relationship Manager,Minimalist,333829513,Salaried Employees,Real Estate,,,,398
6001,Suburban,Medium,90292.5833333333,Tax savings,Education Loans,Mobile Banking,Frugal,448299156,High Net Worth Individuals (HNIs),Retail,6.0,21.0,54049532.0,496
6002,Metro,Low,55079.36,Capital preservation,Recurring Deposits,Internet Banking,Budget,67562794,Rural Customers,Sports and Fitness,21.0,13.0,193474815.0,881
6003,Tier 3 city,Medium,93036.3991666667,Tax savings,Fixed Deposits,Internet Banking,Luxury,316276718,Young Professionals,Consulting,,,,683
6004,Coastal,High,338438.925,Wealth accumulation,Credit Card,Mobile Banking,Luxury,70243681,Senior Citizens,Manufacturing,,,,453
6005,Urban,Low,130113.583333333,Retirement planning,Car Loans,Internet Banking,Luxury,272258413,Housewives,Retail,,,,536
6006,Tier 2 city,High,109979.696666667,Long-term growth,Fixed Deposits,Phone Banking,Middle-class,406438080,Young Professionals,Real Estate,,,,527
6007,Metro,High,104080.520833333,Long-term growth,Savings Account,Relationship Manager,Minimalist,165977624,Small Business Owners,Food and Beverage,9.0,13.0,94496153.0,640
6008,Coastal,Medium,29209.6066666667,Long-term growth,Personal Loans,Relationship Manager,Frugal,118068986,Salaried Employees,Construction,,,,472
6009,Semi-urban,Medium,277336.654166667,Tax savings,Car Loans,Phone Banking,Middle-class,333111671,Rural Customers,Sports and Fitness,14.0,11.0,44870504.0,480
6010,Hill station,High,125306.933333333,Short-term gains,Savings Account,Mobile Banking,Budget,296418407,High Net Worth Individuals (HNIs),Education,19.0,2.0,57007732.0,844
6011,Semi-urban,High,63735.42,Retirement planning,Insurance,Mobile Banking,Frugal,229646289,Rural Customers,Beauty and Wellness,16.0,18.0,158586531.0,711
6012,Semi-urban,High,37249.9866666667,Short-term gains,Insurance,Branch,Luxury,252001246,Self-Employed Professionals,Beauty and Wellness,12.0,11.0,90016884.0,744
6013,Hill station,High,65755.4108333333,Tax savings,Current Account,Phone Banking,Middle-class,319518499,Housewives,Real Estate,,,,364
6014,Semi-urban,Low,45097.3783333333,Wealth accumulation,Current Account,Phone Banking,Semi-Luxury,432340184,Students,IT Services,,,,660
6015,Hill station,High,66682.0516666667,Wealth accumulation,Current Account,Branch,Middle-class,77391137,Self-Employed Professionals,Education,24.0,12.0,187129816.0,748
6016,Tier 3 city,High,9693.3925,Retirement planning,Personal Loans,Internet Banking,Budget,244010356,Small Business Owners,Real Estate,19.0,2.0,133082959.0,522
6017,Coastal,Medium,106560.0,Tax savings,Car Loans,Phone Banking,Middle-class,82636431,Housewives,IT Services,,,,889
6018,Hill station,Medium,272492.1,Tax savings,Current Account,ATM,Frugal,127607422,Rural Customers,Energy,5.0,2.0,123626834.0,808
6019,Tier 3 city,Medium,787.2925,Capital preservation,Current Account,Internet Banking,Minimalist,257959633,High Net Worth Individuals (HNIs),Agriculture,4.0,23.0,92855925.0,626
6020,Tier 2 city,High,126029.726666667,Retirement planning,Home Loans,ATM,Frugal,91549703,Students,Retail,,,,465
6021,Semi-urban,High,24367.64,Tax savings,Fixed Deposits,Relationship Manager,Semi-Luxury,200319286,Young Professionals,Transportation,,,,329
6022,Tier 2 city,High,181408.5,Tax savings,Savings Account,ATM,Frugal,329838508,Students,Healthcare,,,,643
6023,Rural,High,109904.8225,Wealth accumulation,Car Loans,Branch,Middle-class,444143808,Students,Real Estate,,,,779
6024,Coastal,High,214395.073333333,Short-term gains,Insurance,Phone Banking,Semi-Luxury,213462664,Housewives,Non-Profit,,,,421
6025,Metro,High,27885.3358333333,Capital preservation,Savings Account,Relationship Manager,Minimalist,298961575,Rural Customers,Telecommunications,1.0,6.0,143512123.0,752
6026,Metro,Low,141182.7025,Capital preservation,Car Loans,Relationship Manager,Semi-Luxury,300475896,Senior Citizens,Real Estate,,,,813
6027,Tier 1 city,High,116593.92,Short-term gains,Current Account,Mobile Banking,Semi-Luxury,239838852,High Net Worth Individuals (HNIs),Transportation,6.0,12.0,84797235.0,776
6028,Coastal,Medium,285099.5625,Wealth accumulation,Car Loans,Phone Banking,Minimalist,92562314,Housewives,Education,,,,771
6029,Coastal,High,36692.7166666667,Stable returns,Savings Account,Relationship Manager,Luxury,54193572,Young Professionals,Sports and Fitness,,,,724
6030,Suburban,High,144152.9125,Retirement planning,Credit Card,Mobile Banking,Semi-Luxury,37955405,Young Professionals,Consulting,,,,617
6031,Urban,High,45408.9533333333,Stable returns,Education Loans,Phone Banking,Minimalist,217496337,Senior Citizens,IT Services,,,,896
6032,Coastal,Medium,38298.5466666667,Long-term growth,Credit Card,Mobile Banking,Middle-class,400657686,Students,Finance,,,,467
6033,Tier 2 city,Medium,0.0,Capital preservation,Education Loans,Mobile Banking,Middle-class,239159242,Rural Customers,Food and Beverage,11.0,12.0,154793553.0,557
6034,Suburban,Medium,37137.21,Tax savings,Education Loans,Phone Banking,Minimalist,251529884,Students,Beauty and Wellness,,,,469
6035,Tier 2 city,Low,151782.443333333,Wealth accumulation,Education Loans,Branch,Minimalist,77911402,Housewives,Automotive,,,,806
6036,Hill station,High,96388.725,Capital preservation,Fixed Deposits,ATM,Semi-Luxury,218499646,Senior Citizens,Media and Entertainment,,,,521
6037,Semi-urban,Low,49916.555,Long-term growth,Savings Account,Internet Banking,Middle-class,238926022,High Net Worth Individuals (HNIs),Healthcare,7.0,1.0,109232255.0,542
6038,Suburban,Low,226283.665,Retirement planning,Savings Account,Mobile Banking,Frugal,311550849,High Net Worth Individuals (HNIs),Fashion,20.0,6.0,154530912.0,439
6039,Metro,Medium,256210.825,Stable returns,Insurance,ATM,Frugal,100552593,Self-Employed Professionals,Agriculture,18.0,23.0,10771456.0,807
6040,Tier 3 city,High,23853.1125,Retirement planning,Fixed Deposits,Branch,Semi-Luxury,310317481,Self-Employed Professionals,Non-Profit,8.0,8.0,176836268.0,368
6041,Tier 2 city,High,41727.9375,Stable returns,Recurring Deposits,ATM,Semi-Luxury,257347026,Small Business Owners,Government,6.0,7.0,36909168.0,548
6042,Semi-urban,Medium,25429.5825,Tax savings,Car Loans,Phone Banking,Semi-Luxury,279145167,Young Professionals,Government,,,,724
6043,Tier 3 city,Low,65400.32,Stable returns,Current Account,ATM,Luxury,387368160,Senior Citizens,Telecommunications,,,,530
6044,Coastal,Medium,212217.2875,Tax savings,Credit Card,Mobile Banking,Budget,275980572,Salaried Employees,Real Estate,,,,380
6045,Urban,High,14775.2325,Long-term growth,Recurring Deposits,Mobile Banking,Budget,49345700,Young Professionals,Agriculture,,,,405
6046,Metro,Low,50373.5,Stable returns,Savings Account,Mobile Banking,Luxury,226969048,Housewives,Healthcare,,,,844
6047,Coastal,Low,229811.178333333,Stable returns,Education Loans,Branch,Minimalist,201347711,Housewives,Media and Entertainment,,,,853
6048,Coastal,Medium,9485.13416666667,Retirement planning,Recurring Deposits,Mobile Banking,Minimalist,466046424,High Net Worth Individuals (HNIs),Beauty and Wellness,21.0,5.0,156556771.0,597
6049,Coastal,Low,86311.4466666667,Wealth accumulation,Education Loans,Relationship Manager,Frugal,336899285,Housewives,Hospitality,,,,713
6050,Tier 3 city,Low,334308.26,Wealth accumulation,Recurring Deposits,Relationship Manager,Middle-class,81913319,High Net Worth Individuals (HNIs),Real Estate,17.0,17.0,187192296.0,512
6051,Tier 2 city,Medium,139814.35,Tax savings,Personal Loans,Relationship Manager,Luxury,273217034,NRIs (Non-Resident Indians),Consulting,5.0,14.0,10257918.0,830
6052,Semi-urban,Low,77390.8,Wealth accumulation,Insurance,Internet Banking,Frugal,445342818,High Net Worth Individuals (HNIs),Healthcare,0.0,15.0,138023503.0,383
6053,Semi-urban,Low,50247.2025,Capital preservation,Home Loans,Branch,Middle-class,217272811,Salaried Employees,Hospitality,,,,775
6054,Coastal,Low,67279.6666666667,Stable returns,Car Loans,Relationship Manager,Semi-Luxury,173379388,NRIs (Non-Resident Indians),Beauty and Wellness,13.0,22.0,128754564.0,804
6055,Rural,Low,206818.9825,Stable returns,Current Account,Mobile Banking,Budget,240098433,Young Professionals,Art and Design,,,,338
6056,Rural,High,181256.7575,Wealth accumulation,Home Loans,Relationship Manager,Minimalist,396234148,NRIs (Non-Resident Indians),Media and Entertainment,24.0,0.0,155810214.0,858
6057,Tier 3 city,High,61030.88,Tax savings,Savings Account,Relationship Manager,Frugal,354518794,Self-Employed Professionals,Other,17.0,16.0,34319539.0,629
6058,Urban,Low,103501.558333333,Long-term growth,Personal Loans,ATM,Frugal,17332592,Salaried Employees,Transportation,,,,310
6059,Suburban,Low,182671.375,Retirement planning,Credit Card,Branch,Budget,98568464,Housewives,IT Services,,,,529
6060,Tier 1 city,Low,351.045,Capital preservation,Recurring Deposits,Internet Banking,Luxury,213982295,Small Business Owners,Healthcare,11.0,16.0,1926046.0,737
6061,Suburban,Low,4669.74666666667,Long-term growth,Current Account,Branch,Semi-Luxury,61126489,Senior Citizens,Retail,,,,412
6062,Tier 2 city,Low,5606.18666666667,Capital preservation,Home Loans,Branch,Minimalist,376223702,Self-Employed Professionals,Fashion,9.0,6.0,177296064.0,707
6063,Suburban,Low,213039.57,Short-term gains,Car Loans,Mobile Banking,Frugal,27491099,Senior Citizens,Media and Entertainment,,,,495
6064,Tier 2 city,High,289695.84,Wealth accumulation,Personal Loans,ATM,Middle-class,456328745,Housewives,Construction,,,,489
6065,Coastal,Medium,84756.945,Capital preservation,Home Loans,Internet Banking,Frugal,419228484,Young Professionals,Telecommunications,,,,607
6066,Urban,Low,2221.75,Stable returns,Credit Card,Relationship Manager,Middle-class,465398684,NRIs (Non-Resident Indians),IT Services,6.0,14.0,67957329.0,526
6067,Tier 3 city,High,56776.785,Stable returns,Current Account,Internet Banking,Frugal,233644682,Self-Employed Professionals,Finance,3.0,21.0,182320912.0,310
6068,Metro,High,63408.89,Tax savings,Fixed Deposits,Mobile Banking,Semi-Luxury,126839909,Housewives,Beauty and Wellness,,,,608
6069,Metro,High,11038.89,Retirement planning,Fixed Deposits,Mobile Banking,Middle-class,231687944,Self-Employed Professionals,Non-Profit,24.0,20.0,184445109.0,601
6070,Hill station,High,129917.329166667,Stable returns,Home Loans,Internet Banking,Luxury,489249202,Rural Customers,Healthcare,1.0,17.0,87649420.0,647
6071,Tier 3 city,Low,134552.986666667,Retirement planning,Personal Loans,Mobile Banking,Minimalist,49440733,Rural Customers,Art and Design,25.0,19.0,78841764.0,405
6072,Rural,Medium,91030.31,Short-term gains,Recurring Deposits,Mobile Banking,Semi-Luxury,369639987,Salaried Employees,Other,,,,600
6073,Tier 1 city,Medium,5334.59833333333,Capital preservation,Insurance,Internet Banking,Minimalist,252207974,NRIs (Non-Resident Indians),,14.0,4.0,34858996.0,837
6074,Suburban,Medium,80141.425,Capital preservation,Education Loans,Phone Banking,Semi-Luxury,77813576,Young Professionals,,,,,596
6075,Rural,Medium,2185.82166666667,Tax savings,Recurring Deposits,Phone Banking,Semi-Luxury,478578942,Senior Citizens,Other,,,,466
6076,Suburban,Low,212396.883333333,Wealth accumulation,Personal Loans,Mobile Banking,Budget,22616892,Students,Transportation,,,,723
6077,Tier 1 city,Medium,12873.5933333333,Tax savings,Current Account,Phone Banking,Frugal,181984647,Housewives,Sports and Fitness,,,,624
6078,Tier 3 city,Low,16959.4283333333,Short-term gains,Insurance,Phone Banking,Budget,476324084,Senior Citizens,Education,,,,434
6079,Tier 2 city,High,13330.5216666667,Wealth accumulation,Credit Card,Branch,Semi-Luxury,322058482,Housewives,Healthcare,,,,550
6080,Tier 1 city,Low,97272.7708333333,Tax savings,Home Loans,Branch,Budget,200753886,Self-Employed Professionals,Government,13.0,19.0,15230349.0,854
6081,Urban,Low,54648.0533333333,Long-term growth,Education Loans,ATM,Minimalist,302849639,Senior Citizens,Sports and Fitness,,,,615
6082,Tier 3 city,High,179440.6,Long-term growth,Home Loans,Phone Banking,Semi-Luxury,130961868,Small Business Owners,Food and Beverage,18.0,17.0,87197876.0,580
6083,Urban,Low,204944.04,Stable returns,Fixed Deposits,Phone Banking,Budget,382365599,Small Business Owners,Media and Entertainment,6.0,9.0,167849611.0,615
6084,Tier 1 city,Medium,64059.3566666667,Stable returns,Insurance,Phone Banking,Semi-Luxury,485972060,Young Professionals,Non-Profit,,,,396
6085,Tier 3 city,Medium,3370.5575,Tax savings,Credit Card,ATM,Luxury,26145267,Students,Sports and Fitness,,,,873
6086,Hill station,Low,128558.72,Tax savings,Car Loans,ATM,Middle-class,106634906,Small Business Owners,Energy,7.0,23.0,11157579.0,676
6087,Hill station,High,13213.1733333333,Capital preservation,Recurring Deposits,Branch,Middle-class,261106765,Small Business Owners,Transportation,8.0,21.0,150192376.0,305
6088,Tier 3 city,Medium,60300.3333333333,Stable returns,Current Account,Relationship Manager,Budget,329669246,Small Business Owners,Fashion,10.0,14.0,186902427.0,344
6089,Metro,Medium,17858.5641666667,Short-term gains,Insurance,ATM,Semi-Luxury,303257525,Salaried Employees,Retail,,,,398
